FID,OBJECTID_1,OBJECTID,Perimeter,Area,Acres,Hectares,LCU_C1,LCU_N1,LCU_C2,LCU_N2,COVER_C,COVER_N,HEIGHT_C1,HEIGHT_C2,HEIGHT_N,CLASS_31,CLASS_31_N,CLASS_31_D,CLASS_15_C,CLASS_15_N,CLASS_7_C,CLASS_7_N,HNA_C1,HNA_C2,HNA_N1,HYDRO_C1,HYDRO_C2,HYDRO_N,HYD_REG_C,HYD_REG_N,LAND_WATER,NVCS2_CODE,NVCS2_DESC,Shape_Leng,Shape_Le_1,Shape_Area
1563,18414,0,160954.350894000000000,84836677.442599997000000,13.524875880400000,5.473323081890000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,4088.240512710000100,54733.230818199998000
1564,18415,0,197836.847530000000000,53598414.998599999000000,8.544793738930000,3.457955342050000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,5025.055927270000200,34579.553420199998000
1565,18416,0,102608.388026999990000,63580793.674800001000000,10.136209582399999,4.101978484730000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2606.253055879999900,41019.784846700000000
1566,18417,0,83848.355544499995000,47926577.028200001000000,7.640575105250000,3.092031043550000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2129.748230830000000,30920.310435500000000
1567,18418,0,33049.392922599996000,16811648.368700001000000,2.680155144990000,1.084620306150000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,839.454580233999990,10846.203061300001000
1568,18419,0,13691.756894800001000,10071004.404400000000000,1.605544779300000,0.649740920157000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,347.770625124999980,6497.409201559999900
1569,18420,0,115567.591402000010000,66052244.575499997000000,10.530214483100000,4.261426611040000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2935.416821589999900,42614.266111099998000
1570,18421,0,33334.879278200002000,43984803.840099998000000,7.012167738010000,2.837723604550000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,846.705933672000010,28377.236045500002000
1571,18422,0,62104.586443900000000,10041281.417099999000000,1.600806266120000,0.647823311906000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1577.456495690000100,6478.233119040000000
1572,18423,0,11884.710800400000000,5801322.756020000200000,0.924861422944000,0.374278138927000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,301.871654331999990,3742.781389150000000
1573,18424,0,33675.146363300002000,24478700.134000000000000,3.902455765670000,1.579267817840000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,855.348717628000030,15792.678178800001000
1574,18425,0,23449.388815400001000,19417858.427600000000000,3.095643688720000,1.252762554310000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,595.614475913999970,12527.625543300001000
1575,18426,0,18963.784036900001000,8307224.267389999700000,1.324358526460000,0.535948880835000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,481.680114534999970,5359.488808240000300
1576,18427,0,38544.534839300002000,5383490.345379999800000,0.858249532155000,0.347321263122000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,979.031184911999960,3473.212630879999800
1577,18428,0,29427.453218899998000,17571584.256600000000000,2.801306030100000,1.133648329900000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,747.457311766999960,11336.483299300000000
1578,18429,0,16939.275989199999000,8709046.625460000700000,1.388418054510000,0.561872852088000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,430.257610123000010,5618.728520949999600
1579,18430,0,23932.211147599999000,14931383.648399999000000,2.380398627750000,0.963313147457000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,607.878163136000010,9633.131474579999100
1580,18431,0,25095.144973499999000,16266666.516700000000000,2.593272771390000,1.049460256990000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,637.416682326999990,10494.602569900000000
1581,18432,0,41474.987534300002000,22051896.964400001000000,3.515568718180000,1.422700184550000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1053.464683370000100,14227.001845900000000
1582,18433,0,32815.068523599999000,12843537.598999999000000,2.047548974440000,0.828613671737000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,833.502740495000010,8286.136717389999800
1583,18434,0,34652.049541499997000,17624272.304000001000000,2.809705690740000,1.137047551960000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,880.162058346999970,11370.475519600001000
1584,18435,0,80851.308199100007000,40287744.713100001000000,6.422773300090000,2.599204137910000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2053.623228259999900,25992.041379200000000
1585,18436,0,28545.327723200000000,12013556.957900001000000,1.915231379110000,0.775066640694000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,725.051324163999990,7750.666406979999900
1586,18437,0,18139.576922799999000,13677624.167700000000000,2.180521147030000,0.882425600804000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,460.745253844999980,8824.256008120000800
1587,18438,0,27717.791556299999000,15691278.952199999000000,2.501543042840000,1.012338552880000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,704.031905534999960,10123.385528600000000
1588,18439,0,20279.238060700001000,7659183.714700000400000,1.221046276320000,0.494139896538000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,515.092646742000060,4941.398965280000100
1589,18440,0,24598.455356300001000,13423065.819399999000000,2.139938816730000,0.866002514405000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,624.800766057000030,8660.025144269999100
1590,18441,0,16476.797722800002000,13622799.650400000000000,2.171780884990000,0.878888542248000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,418.510662159999980,8788.885422470000800
1591,18442,0,15986.174494900000000,14673678.151000001000000,2.339314571060000,0.946687019593000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,406.048832166000010,9466.870195960000300
1592,18443,0,18273.236442900001000,16421076.715900000000000,2.617889232590000,1.059422185410000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,464.140205650999970,10594.221853900000000
1593,18444,0,23177.503462600002000,6468694.557489999600000,1.031255509240000,0.417334298071000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,588.708587952000020,4173.342980729999900
1594,18445,0,20735.100498399999000,18029539.685800001000000,2.874314433120000,1.163193782370000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,526.671552658999990,11631.937823599999000
1595,18446,0,15158.426083900000000,14396844.381899999000000,2.295181037310000,0.928826812142000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,385.024022528999980,9288.268121490000300
1596,18447,0,10247.248929699999000,6928390.372150000200000,1.104541368890000,0.446992033249000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,260.280122819999970,4469.920332490000000
1597,18448,0,22400.661288200001000,23802013.613600001000000,3.794576703520000,1.535610710290000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,568.976796715999970,15356.107102900000000
1598,18449,0,16646.609269100001000,14330190.869300000000000,2.284554967180000,0.924526594124000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,422.823875434999990,9245.265941269999500
1599,18450,0,14258.172564200000000,9070651.705700000700000,1.446066043280000,0.585202165445000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,362.157583137000020,5852.021654500000300
1600,18451,0,12951.514071699999000,6844799.527900000100000,1.091215106860000,0.441599086342000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,328.968457420999980,4415.990863590000100
1601,18452,0,27448.864561999999000,29877885.281700000000000,4.763207402570000,1.927601646830000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,697.201159871999950,19276.016468200000000
1602,18453,0,100854.255768000000000,93622851.805199996000000,14.925589832200000,6.040171907060000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,2561.698096489999900,60401.719070899999000
1603,18454,0,14851.070880600000000,13196436.964600001000000,2.103809076340000,0.851381327208000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,377.217200369000010,8513.813272139999800
1604,18455,0,161642.145453000000000,100969047.464000000000000,16.096738767700000,6.514119066190000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,4105.710494490000200,65141.190662499997000
1605,18456,0,34870.673506100000000,31512250.588700000000000,5.023762018650000,2.033044358980000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,885.715107055999970,20330.443589800001000
1606,18457,0,61221.409034999997000,184079604.323000010000000,29.346432175800000,11.876079752500001,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1555.023789489999900,118760.797525000000000
1607,18458,0,36296.096578600002000,51509333.408500001000000,8.211747112630000,3.323176154190000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,921.920853096999960,33231.761542300002000
1608,18459,0,29257.624241199999000,16897101.555599999000000,2.693778306360000,1.090133403960000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,743.143655727000010,10901.334039800000000
1609,18460,0,49557.136368100000000,36961107.885200001000000,5.892432514090000,2.384582836320000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1258.751263749999900,23845.828363199998000
1610,18461,0,21244.775887799999000,26642145.163500000000000,4.247357597990000,1.718844637370000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,539.617307556000010,17188.446373600000000
1611,18462,0,24470.904194600000000,24547169.578200001000000,3.913371336190000,1.583685192510000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,621.560966545000040,15836.851925200001000
1612,18463,0,25888.723153600000000,41058563.738399997000000,6.545659202260000,2.648934298150000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,657.573568109000010,26489.342981500002000
1613,18464,0,43927.461975600003000,17334778.639500000000000,2.763553884720000,1.118370578700000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1115.757534189999900,11183.705787000001000
1614,18465,0,75353.048191900001000,45529504.431299999000000,7.258427780220000,2.937381507890000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1913.967424070000100,29373.815078899999000
1615,18466,0,78104.019318199993000,127643866.136000010000000,20.349305258400001,8.235071667620000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,1983.842090670000100,82350.716676199998000
1616,18467,0,30324.604211499998000,60720327.462600000000000,9.680186885040000,3.917432646570000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,770.244946967000030,39174.326465700004000
1617,18468,0,27391.031574299999000,24033284.108300000000000,3.831446425800000,1.550531357530000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,695.732201991000010,15505.313575300001000
1618,18469,0,30708.154276000001000,25947500.005500000000000,4.136615524800000,1.674028910350000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,779.987118611000030,16740.289103700001000
1619,18470,0,15088.848539799999000,12346463.121900000000000,1.968304114670000,0.796544414770000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,383.256752910999980,7965.444147649999600
1620,18471,0,28789.261392699998000,23302365.756299999000000,3.714921589040000,1.503375429130000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,731.247239370999980,15033.754291400001000
1621,18472,0,15646.364140000000000,12446110.914799999000000,1.984190215730000,0.802973291780000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,397.417649152000020,8029.732917739999700
1622,18473,0,140414.818239999990000,42201519.765400000000000,6.727872118500000,2.722673249190000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,3566.536383289999800,27226.732491800001000
1623,18474,0,32792.751822099999000,13541109.603300000000000,2.158757652800000,0.873618227165000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,832.935896282000040,8736.182271719999300
1624,18475,0,29119.945308099999000,30483701.914999999000000,4.859788209580000,1.966686512750000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,739.646610827000020,19666.865127500001000
1625,18476,0,21202.827715200001000,4709731.882620000300000,0.750837268299000,0.303853062139000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,538.551823971999970,3038.530621330000000
1626,18477,0,14881.980473000000000,10292286.744500000000000,1.640822164910000,0.664017171609000,OW,Open Water,Ow,Water, , ,0.000000000000000, , ,Ow,Open water,"Open water - nonvegetated (includes river channels, lakes, and ponds)",Ow,Open water,Ow,Open water,1.000000000000000,Ow,Open water,1.000000000000000,PfNf,Permanently flooded non-forest,Pf,Permanently flooded,Water,n/a,n/a,0.000000000000000,378.002304009999990,6640.171716109999600
